common_name,month,pounds_caught,year,sci_name,commonname,classcode
kelp rockfish,october,70,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,october,5,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,october,218,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,october,0,2013,heterodontus francisci,horn shark,hfra
california sheephead,october,3383,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,october,55,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,october,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,october,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,november,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,november,1049,2013,ophiodon elongatus,lingcod,oelo
opaleye,november,12,2013,girella nigricans,opaleye,gnig
bat ray ,november,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,november,78,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,november,22,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,november,262,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,november,96,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,november,948,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,november,32,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,november,96,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,november,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,november,5,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,november,23,2013,heterodontus francisci,horn shark,hfra
california sheephead,november,2655,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,november,0,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,november,2,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,november,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,december,0,2013,hexagrammos decagrammus,kelp greenling,hdec
lingcod,december,11,2013,ophiodon elongatus,lingcod,oelo
opaleye,december,10,2013,girella nigricans,opaleye,gnig
bat ray ,december,0,2013,myliobatis californica,batray,bray
black-and-yellow rockfish,december,70,2013,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,december,7,2013,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,december,493,2013,sebastes paucispinis,bocaccio,spau
brown rockfish,december,32,2013,sebastes auriculatus,brown rockfish,saur
copper rockfish,december,2841,2013,sebastes caurinus,copper rockfish,scau
gopher rockfish,december,44,2013,sebastes carnatus,gopher rockfish,scar
kelp rockfish,december,7,2013,sebastes atrovirens,kelp rockfish,satr
pacific sardine,december,0,2013,sardinops sagax,Pacific sardine,ssag
california scorpionfish,december,27,2013,scorpaena guttata,California scorpionfish,sgut
horn shark,december,12,2013,heterodontus francisci,horn shark,hfra
california sheephead,december,3085,2013,semicossyphus pulcher,California sheephead,spul
black surfperch,december,69,2013,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,december,0,2013,hypsurus caryi,rainbow seaperch,hcar
rubberlip surfperch,december,0,2013,rhacochilus toxotes,rubberlip seaperch,rtox
kelp greenling,january,1,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,january,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,january,0,2014,ophiodon elongatus,lingcod,oelo
opaleye,january,6,2014,girella nigricans,opaleye,gnig
bat ray,january,33,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,january,31,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,january,32,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,january,486,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,january,39,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,january,676,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,january,102,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,january,212,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,january,14,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,january,1650,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,january,159671,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,january,0,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,january,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,january,2894,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,january,0,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,january,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,february,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,february,3,2014,medialuna californiensis,halfmoon,mcal
lingcod,february,0,2014,ophiodon elongatus,lingcod,oelo
opaleye,february,0,2014,girella nigricans,opaleye,gnig
bat ray,february,0,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,february,71,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,february,68,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,february,127,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,february,8,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,february,185,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,february,28,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,february,1678,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,february,0,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,february,964,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,february,0,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,february,3,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,february,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,february,1089,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,february,7,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,february,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,march,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,march,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,march,0,2014,ophiodon elongatus,lingcod,oelo
opaleye,march,0,2014,girella nigricans,opaleye,gnig
bat ray,march,31,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,march,0,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,march,0,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,march,0,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,march,0,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,march,0,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,march,0,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,march,0,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,march,0,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,march,0,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,march,0,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,march,7,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,march,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,march,0,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,march,2,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,march,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,april,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,april,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,april,0,2014,ophiodon elongatus,lingcod,oelo
opaleye,april,0,2014,girella nigricans,opaleye,gnig
bat ray,april,42,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,april,0,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,april,0,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,april,0,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,april,1,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,april,0,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,april,0,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,april,0,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,april,0,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,april,0,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,april,0,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,april,0,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,april,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,april,0,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,april,0,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,april,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,may,5,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,may,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,may,1367,2014,ophiodon elongatus,lingcod,oelo
opaleye,may,0,2014,girella nigricans,opaleye,gnig
bat ray,may,0,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,may,42,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,may,111,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,may,360,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,may,2,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,may,245,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,may,29,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,may,2103,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,may,22,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,may,2005,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,may,9475,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,may,13,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,may,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,may,4142,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,may,3,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,may,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,june,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,june,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,june,734,2014,ophiodon elongatus,lingcod,oelo
opaleye,june,0,2014,girella nigricans,opaleye,gnig
bat ray,june,88,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,june,26,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,june,9,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,june,129,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,june,87,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,june,486,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,june,23,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,june,662,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,june,0,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,june,295,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,june,2,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,june,41,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,june,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,june,6493,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,june,0,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,june,2,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,july,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,july,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,july,2415,2014,ophiodon elongatus,lingcod,oelo
opaleye,july,10,2014,girella nigricans,opaleye,gnig
bat ray,july,385,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,july,129,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,july,186,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,july,486,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,july,120,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,july,1478,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,july,77,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,july,1056,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,july,75,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,july,2473,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,july,19901,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,july,10,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,july,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,july,3151,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,july,12,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,july,5,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,august,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,august,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,august,851,2014,ophiodon elongatus,lingcod,oelo
opaleye,august,25,2014,girella nigricans,opaleye,gnig
bat ray,august,269,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,august,39,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,august,86,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,august,234,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,august,0,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,august,251,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,august,38,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,august,952,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,august,0,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,august,982,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,august,5504,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,august,25,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,august,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,august,3311,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,august,0,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,august,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,september,0,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,september,3,2014,medialuna californiensis,halfmoon,mcal
lingcod,september,913,2014,ophiodon elongatus,lingcod,oelo
opaleye,september,0,2014,girella nigricans,opaleye,gnig
bat ray,september,362,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,september,83,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,september,134,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,september,287,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,september,0,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,september,996,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,september,112,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,september,329,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,september,46,2014,sebastes atrovirens,kelp rockfish,satr
vermilion rockfish,september,1460,2014,sebastes miniatus,vermilion rockfish,smin
pacific sardine,september,449,2014,sardinops sagax,Pacific sardine,ssag
california scorpionfish,september,18,2014,scorpaena guttata,California scorpionfish,sgut
horn shark,september,0,2014,heterodontus francisci,horn shark,hfra
california sheephead,september,3670,2014,semicossyphus pulcher,California sheephead,spul
black surfperch,september,0,2014,embiotoca jacksoni,black surfperch,ejac
rainbow surfperch,september,0,2014,hypsurus caryi,rainbow seaperch,hcar
kelp greenling,october,2,2014,hexagrammos decagrammus,kelp greenling,hdec
halfmoon,october,0,2014,medialuna californiensis,halfmoon,mcal
lingcod,october,1161,2014,ophiodon elongatus,lingcod,oelo
opaleye,october,0,2014,girella nigricans,opaleye,gnig
bat ray,october,371,2014,myliobatis californica,batray,bray
black-and-yellow rockfish,october,6,2014,sebastes chrysomelas,black-and-yellow rockfish,schr
blue rockfish,october,112,2014,sebastes mystinus,blue rockfish,smys
bocaccio rockfish,october,580,2014,sebastes paucispinis,bocaccio,spau
brown rockfish,october,8,2014,sebastes auriculatus,brown rockfish,saur
copper rockfish,october,614,2014,sebastes caurinus,copper rockfish,scau
gopher rockfish,october,66,2014,sebastes carnatus,gopher rockfish,scar
grass rockfish,october,843,2014,sebastes rastrelliger,grass rockfish,sras
kelp rockfish,october,40,2014,sebastes atrovirens,kelp rockfish,satr
